config	seed	checkpoint	glue_task	accuracy	hidden_size	layers	config_short	num_params
layers_8_hs_768_heads_12_cl_256	0	5	multirc	0.5334063768386841	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	qnli	0.8088364005088806	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	qqp	0.8395626544952393	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	rte	0.5858585834503174	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	sst2	0.8858267664909363	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	wsc	0.6144578456878662	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	boolq	0.6002766489982605	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	cola	0.6957801580429077	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	mnli	0.718835711479187	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	mnli-mm	0.7379058003425598	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	mrpc	0.694915235042572	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	multirc	0.5180723071098328	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	qnli	0.808398962020874	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	qqp	0.8413105607032776	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	rte	0.5353535413742065	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	sst2	0.8720472455024719	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	wsc	0.5662650465965271	768	8	8*768	56704512
layers_8_hs_1536_heads_12_cl_256	13	5	boolq	0.6085754036903381	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	cola	0.738959789276123	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	mnli	0.7378848195075989	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	mnli-mm	0.7374283671379089	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	mrpc	0.6836158037185669	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	multirc	0.5082146525382996	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	qnli	0.8285214304924011	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	qqp	0.847930371761322	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	rte	0.5050504803657532	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	sst2	0.8720472455024719	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	wsc	0.6144578456878662	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	boolq	0.6099585294723511	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	cola	0.7448478937149048	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	mnli	0.7334654331207275	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	mnli-mm	0.747135579586029	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	mrpc	0.694915235042572	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	multirc	0.5169770121574402	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	qnli	0.8127734065055847	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	qqp	0.851537823677063	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	rte	0.5050504803657532	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	sst2	0.8681102395057678	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	wsc	0.6144578456878662	1536	8	8*1536	229014528
layers_16_hs_192_heads_12_cl_256	0	5	boolq	0.6016597747802734	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	cola	0.6967615485191345	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	mnli	0.6254190802574158	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	mnli-mm	0.6518141031265259	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	mrpc	0.694915235042572	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	multirc	0.5082146525382996	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	qnli	0.7808399200439453	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	qqp	0.7723604440689087	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	rte	0.5050504803657532	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	sst2	0.8425197005271912	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	wsc	0.5542168617248535	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	boolq	0.5988935232162476	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	cola	0.6947988271713257	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	mnli	0.6257238388061523	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	mnli-mm	0.6484723091125488	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	mrpc	0.700564980506897	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	multirc	0.5235487222671509	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	qnli	0.7694663405418396	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	qqp	0.77329021692276	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	rte	0.5151515007019043	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	sst2	0.834645688533783	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	wsc	0.5783132314682007	192	16	16*192	7413120
layers_16_hs_384_heads_12_cl_256	13	5	boolq	0.5933610200881958	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	cola	0.6967615485191345	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	mnli	0.6557452082633972	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	mnli-mm	0.68507319688797	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	mrpc	0.694915235042572	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	multirc	0.47535598278045654	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	qnli	0.7957130074501038	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	qqp	0.7871991991996765	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	rte	0.5353535413742065	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	sst2	0.8523622155189514	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	wsc	0.4819277226924896	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	boolq	0.587828516960144	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	cola	0.6947988271713257	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	mnli	0.6601645946502686	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	mnli-mm	0.6772755980491638	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	mrpc	0.694915235042572	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	multirc	0.49178531765937805	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	qnli	0.8048993945121765	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	qqp	0.789616584777832	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	rte	0.5252525210380554	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	sst2	0.8405511975288391	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	wsc	0.5060241222381592	384	16	16*384	28982016
layers_16_hs_768_heads_12_cl_256	13	5	boolq	0.5961272716522217	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	cola	0.6997056007385254	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	mnli	0.6767753958702087	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	mnli-mm	0.7013049125671387	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	mrpc	0.694915235042572	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	multirc	0.5093099474906921	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	qnli	0.801399827003479	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	qqp	0.8049759864807129	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	rte	0.5656565427780151	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	sst2	0.8779527544975281	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	wsc	0.5060241222381592	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	boolq	0.5781466364860535	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	cola	0.7105004787445068	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	mnli	0.672051191329956	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	mnli-mm	0.7043284773826599	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	mrpc	0.694915235042572	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	multirc	0.48630887269973755	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	qnli	0.8101487159729004	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	qqp	0.8014057874679565	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	rte	0.49494948983192444	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	sst2	0.8681102395057678	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	wsc	0.4819277226924896	768	16	16*768	113407488
layers_16_hs_1536_heads_12_cl_256	0	5	boolq	0.6293222904205322	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	cola	0.7448478937149048	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	mnli	0.7415422201156616	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	mnli-mm	0.7539783716201782	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	mrpc	0.6836158037185669	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	multirc	0.5421686768531799	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	qnli	0.8289588689804077	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	qqp	0.8537691831588745	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	rte	0.5353535413742065	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	sst2	0.8818897604942322	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	wsc	0.5301204919815063	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	boolq	0.5961272716522217	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	cola	0.7360156774520874	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	mnli	0.7471807599067688	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	mnli-mm	0.757161021232605	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	mrpc	0.7118644118309021	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	multirc	0.4950712025165558	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	qnli	0.8188976645469666	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	qqp	0.8558890223503113	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	rte	0.49494948983192444	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	sst2	0.8917322754859924	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	wsc	0.46987950801849365	1536	16	16*1536	455666688
layers_24_hs_192_heads_12_cl_256	0	5	boolq	0.6030429005622864	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	cola	0.6997056007385254	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	mnli	0.6438585519790649	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	mnli-mm	0.6682049632072449	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	mrpc	0.694915235042572	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	multirc	0.503833532333374	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	qnli	0.7790901064872742	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	qqp	0.7739224433898926	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	rte	0.5252525210380554	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	sst2	0.8425197005271912	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	wsc	0.5783132314682007	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	boolq	0.5933610200881958	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	cola	0.6977428793907166	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	mnli	0.6398963928222656	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	mnli-mm	0.6656588315963745	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	mrpc	0.694915235042572	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	multirc	0.5027382373809814	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	qnli	0.7834645509719849	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	qqp	0.7785339951515198	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	rte	0.5050504803657532	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	sst2	0.8562992215156555	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	wsc	0.5903614163398743	192	24	24*192	10972032
layers_24_hs_384_heads_12_cl_256	13	5	boolq	0.6030429005622864	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	cola	0.7114818692207336	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	mnli	0.6651935577392578	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	mnli-mm	0.6947804093360901	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	mrpc	0.694915235042572	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	multirc	0.4786418378353119	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	qnli	0.8066491484642029	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	qqp	0.7934099435806274	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	rte	0.5757575631141663	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	sst2	0.8681102395057678	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	wsc	0.5421686768531799	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	boolq	0.5947441458702087	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	cola	0.7095191478729248	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	mnli	0.6644315719604492	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	mnli-mm	0.6927116513252258	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	mrpc	0.694915235042572	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	multirc	0.5125958323478699	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	qnli	0.8005249500274658	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	qqp	0.79404217004776	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	rte	0.5454545617103577	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	sst2	0.8641732335090637	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	wsc	0.4939759075641632	384	24	24*384	43177728
layers_24_hs_768_heads_12_cl_256	13	5	boolq	0.6016597747802734	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	cola	0.7487733364105225	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	mnli	0.7400183081626892	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	mnli-mm	0.752864420413971	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	mrpc	0.694915235042572	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	multirc	0.4994523525238037	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	qnli	0.8223971724510193	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	qqp	0.8456990122795105	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	rte	0.6060606241226196	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	sst2	0.8818897604942322	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	wsc	0.5421686768531799	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	boolq	0.6058091521263123	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	cola	0.742885172367096	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	mnli	0.736665666103363	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	mnli-mm	0.7506365180015564	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	mrpc	0.6892655491828918	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	multirc	0.4950712025165558	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	qnli	0.8272091150283813	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	qqp	0.8401948809623718	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	rte	0.5050504803657532	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	sst2	0.8799212574958801	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	wsc	0.4819277226924896	768	24	24*768	170110464
layers_24_hs_1536_heads_12_cl_256	0	5	boolq	0.6307054162025452	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	cola	0.7644749879837036	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	mnli	0.7470283508300781	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	mnli-mm	0.7646403312683105	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	mrpc	0.6892655491828918	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	multirc	0.49616649746894836	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	qnli	0.8206474184989929	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	qqp	0.8574138283729553	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	rte	0.5252525210380554	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	sst2	0.8838582634925842	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	wsc	0.5662650465965271	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	boolq	0.658367931842804	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	cola	0.7507359981536865	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	mnli	0.7444376945495605	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	mnli-mm	0.7538192272186279	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	mrpc	0.6723163723945618	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	multirc	0.525739312171936	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	qnli	0.8307086825370789	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	qqp	0.8587154746055603	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	rte	0.5555555820465088	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	sst2	0.8956692814826965	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	wsc	0.5783132314682007	1536	24	24*1536	682318848
